"Concept Id","Name","Description","Synonyms","Answers","Set Members","Class","Datatype","Changed By","Creator"
3513,,"Carcinoma in situ of other parts of respiratory system","D02.3",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3514,"Carcinoma in situ of respiratory system, unspecified","Carcinoma in situ of respiratory system, unspecified","D02.4
Carcinoma in situ of respiratory system, unspecified",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3515,,"Carcinoma in situ of respiratory system, unspecified","D02.4",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3516,"Melanoma in situ of lip","Melanoma in situ of lip","D03.0
Melanoma in situ of lip",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3517,,"Melanoma in situ of lip","D03.0",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3518,"Melanoma in situ of unspecified eyelid, including canthus","Melanoma in situ of unspecified eyelid, including canthus","D03.10
Melanoma in situ of unspecified eyelid, including canthus",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3519,,"Melanoma in situ of unspecified eyelid, including canthus","D03.10",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3520,"Melanoma in situ of right eyelid, including canthus","Melanoma in situ of right eyelid, including canthus","D03.11
Melanoma in situ of right eyelid, including canthus",,,"Symptom/Finding","N/A","Aldren Bautista Gonzales","Aldren Bautista Gonzales"
3521,"Melanoma in situ of left eyelid, including canthus","Melanoma in situ of left eyelid, including canthus","Melanoma in situ of left eyelid, including canthus
D03.12",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3522,,"Melanoma in situ of left eyelid, including canthus","D03.12",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3523,"Melanoma in situ of unspecified ear and external auricular canal","Melanoma in situ of unspecified ear and external auricular canal","D03.20
Melanoma in situ of unspecified ear and external auricular canal",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3524,,"Melanoma in situ of unspecified ear and external auricular canal","D03.20",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3525,"Melanoma in situ of right ear and external auricular canal","Melanoma in situ of right ear and external auricular canal","Melanoma in situ of right ear and external auricular canal
D03.21",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3526,,"Melanoma in situ of right ear and external auricular canal","D03.21",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3527,"Melanoma in situ of left ear and external auricular canal","Melanoma in situ of left ear and external auricular canal","D03.22
Melanoma in situ of left ear and external auricular canal",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3528,,"Melanoma in situ of left ear and external auricular canal","D03.22",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3529,"Melanoma in situ of unspecified part of face","Melanoma in situ of unspecified part of face","D03.30
Melanoma in situ of unspecified part of face",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3530,,"Melanoma in situ of unspecified part of face","D03.30",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3531,"Melanoma in situ of other parts of face","Melanoma in situ of other parts of face","Melanoma in situ of other parts of face
D03.39",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3532,,"Melanoma in situ of other parts of face","D03.39",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3533,"Melanoma in situ of scalp and neck","Melanoma in situ of scalp and neck","Melanoma in situ of scalp and neck
D03.4",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3534,,"Melanoma in situ of scalp and neck","D03.4",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3535,"Melanoma in situ of anal skin","Melanoma in situ of anal skin","D03.51
Melanoma in situ of anal skin",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3536,,"Melanoma in situ of anal skin","D03.51",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3537,"Melanoma in situ of breast (skin) (soft tissue)","Melanoma in situ of breast (skin) (soft tissue)","D03.52
Melanoma in situ of breast (skin) (soft tissue)",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3538,,"Melanoma in situ of breast (skin) (soft tissue)","D03.52",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3539,"Melanoma in situ of other part of trunk","Melanoma in situ of other part of trunk","D03.59
Melanoma in situ of other part of trunk",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3540,,"Melanoma in situ of other part of trunk","D03.59",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3541,"Melanoma in situ of unspecified upper limb, including shoulder","Melanoma in situ of unspecified upper limb, including shoulder","D03.60
Melanoma in situ of unspecified upper limb, including shoulder",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3542,,"Melanoma in situ of unspecified upper limb, including shoulder","D03.60",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3543,"Melanoma in situ of right upper limb, including shoulder","Melanoma in situ of right upper limb, including shoulder","Melanoma in situ of right upper limb, including shoulder
D03.61",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3544,,"Melanoma in situ of right upper limb, including shoulder","D03.61",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3545,"Melanoma in situ of left upper limb, including shoulder","Melanoma in situ of left upper limb, including shoulder","Melanoma in situ of left upper limb, including shoulder
D03.62",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3546,,"Melanoma in situ of left upper limb, including shoulder","D03.62",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3547,"Melanoma in situ of unspecified lower limb, including hip","Melanoma in situ of unspecified lower limb, including hip","Melanoma in situ of unspecified lower limb, including hip
D03.70",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3548,,"Melanoma in situ of unspecified lower limb, including hip","D03.70",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3549,"Melanoma in situ of right lower limb, including hip","Melanoma in situ of right lower limb, including hip","D03.71
Melanoma in situ of right lower limb, including hip",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3550,,"Melanoma in situ of right lower limb, including hip","D03.71",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3551,"Melanoma in situ of left lower limb, including hip","Melanoma in situ of left lower limb, including hip","D03.72
Melanoma in situ of left lower limb, including hip",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3552,,"Melanoma in situ of left lower limb, including hip","D03.72",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3553,"Melanoma in situ of other sites","Melanoma in situ of other sites","Melanoma in situ of other sites
D03.8",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3554,,"Melanoma in situ of other sites","D03.8",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3555,"Melanoma in situ, unspecified","Melanoma in situ, unspecified","D03.9
Melanoma in situ, unspecified",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3556,,"Melanoma in situ, unspecified","D03.9",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3557,"Carcinoma in situ of skin of lip","Carcinoma in situ of skin of lip","Carcinoma in situ of skin of lip
D04.0",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3559,"Carcinoma in situ of skin of unspecified eyelid, including canthus","Carcinoma in situ of skin of unspecified eyelid, including canthus","D04.10
Carcinoma in situ of skin of unspecified eyelid, including canthus",,,"Symptom/Finding","N/A","Aldren Bautista Gonzales","Aldren Bautista Gonzales"
3560,"Carcinoma in situ of skin of right eyelid, including canthus","Carcinoma in situ of skin of right eyelid, including canthus","Carcinoma in situ of skin of right eyelid, including canthus
D04.11",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3561,,"Carcinoma in situ of skin of right eyelid, including canthus","D04.11",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3562,"Carcinoma in situ of skin of left eyelid, including canthus","Carcinoma in situ of skin of left eyelid, including canthus","Carcinoma in situ of skin of left eyelid, including canthus
D04.12",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3563,,"Carcinoma in situ of skin of left eyelid, including canthus","D04.12",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3564,"Carcinoma in situ of skin of unspecified ear and external auricular canal","Carcinoma in situ of skin of unspecified ear and external auricular canal","D04.20
Carcinoma in situ of skin of unspecified ear and external auricular canal",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3565,,"Carcinoma in situ of skin of unspecified ear and external auricular canal","D04.20",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3566,"Carcinoma in situ of skin of right ear and external auricular canal","Carcinoma in situ of skin of right ear and external auricular canal","Carcinoma in situ of skin of right ear and external auricular canal
D04.21",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3567,,"Carcinoma in situ of skin of right ear and external auricular canal","D04.21",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3568,"Carcinoma in situ of skin of left ear and external auricular canal","Carcinoma in situ of skin of left ear and external auricular canal","Carcinoma in situ of skin of left ear and external auricular canal
D04.22",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3569,"Carcinoma in situ of skin of unspecified part of face","Carcinoma in situ of skin of unspecified part of face","Carcinoma in situ of skin of unspecified part of face
D04.30",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3570,"Carcinoma in situ of skin of other parts of face","Carcinoma in situ of skin of other parts of face","Carcinoma in situ of skin of other parts of face
D04.39",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3571,"Carcinoma in situ of skin of scalp and neck","Carcinoma in situ of skin of scalp and neck","D04.4
Carcinoma in situ of skin of scalp and neck",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3572,"Carcinoma in situ of skin of trunk","Carcinoma in situ of skin of trunk","D04.5
Carcinoma in situ of skin of trunk",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3573,,"Carcinoma in situ of skin of trunk","D04.5",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3574,"Carcinoma in situ of skin of unspecified upper limb, including shoulder","Carcinoma in situ of skin of unspecified upper limb, including shoulder","Carcinoma in situ of skin of unspecified upper limb, including shoulder
D04.60",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3575,,"Carcinoma in situ of skin of unspecified upper limb, including shoulder","D04.60",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3576,"Carcinoma in situ of skin of right upper limb, including shoulder","Carcinoma in situ of skin of right upper limb, including shoulder","Carcinoma in situ of skin of right upper limb, including shoulder
D04.61",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3577,,"Carcinoma in situ of skin of right upper limb, including shoulder","D04.61",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3578,"Carcinoma in situ of skin of left upper limb, including shoulder","Carcinoma in situ of skin of left upper limb, including shoulder","D04.62
Carcinoma in situ of skin of left upper limb, including shoulder",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3580,"Carcinoma in situ of skin of unspecified lower limb, including hip","Carcinoma in situ of skin of unspecified lower limb, including hip","D04.70
Carcinoma in situ of skin of unspecified lower limb, including hip",,,"Symptom/Finding","N/A","Aldren Bautista Gonzales","Aldren Bautista Gonzales"
3581,"Carcinoma in situ of skin of right lower limb, including hip","Carcinoma in situ of skin of right lower limb, including hip","Carcinoma in situ of skin of right lower limb, including hip
D04.71",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3582,,"Carcinoma in situ of skin of right lower limb, including hip","D04.71",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3583,"Carcinoma in situ of skin of left lower limb, including hip","Carcinoma in situ of skin of left lower limb, including hip","Carcinoma in situ of skin of left lower limb, including hip
D04.72",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3585,"Carcinoma in situ of skin of other sites","Carcinoma in situ of skin of other sites","Carcinoma in situ of skin of other sites
D04.8",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3586,"Carcinoma in situ of skin, unspecified","Carcinoma in situ of skin, unspecified","D04.9
Carcinoma in situ of skin, unspecified",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3587,,"Carcinoma in situ of skin, unspecified","D04.9",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3588,"Lobular carcinoma in situ of unspecified breast","Lobular carcinoma in situ of unspecified breast","Lobular carcinoma in situ of unspecified breast
D05.00",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3589,,"Lobular carcinoma in situ of unspecified breast","D05.00",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3591,"Lobular carcinoma in situ of right breast","Lobular carcinoma in situ of right breast","Lobular carcinoma in situ of right breast
D05.01",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3592,"Lobular carcinoma in situ of left breast","Lobular carcinoma in situ of left breast","D05.02
Lobular carcinoma in situ of left breast",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3593,"Intraductal carcinoma in situ of unspecified breast","Intraductal carcinoma in situ of unspecified breast","D05.10
Intraductal carcinoma in situ of unspecified breast",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3594,,"Intraductal carcinoma in situ of unspecified breast","D05.10",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3595,"Intraductal carcinoma in situ of right breast","Intraductal carcinoma in situ of right breast","Intraductal carcinoma in situ of right breast
D05.11",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3596,,"Intraductal carcinoma in situ of right breast","D05.11",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3597,"Intraductal carcinoma in situ of left breast","Intraductal carcinoma in situ of left breast","Intraductal carcinoma in situ of left breast
D05.12",,,"Symptom/Finding","N/A","Aldren Bautista Gonzales","Aldren Bautista Gonzales"
3598,"Other specified type of carcinoma in situ of unspecified breast","Other specified type of carcinoma in situ of unspecified breast","D05.80
Other specified type of carcinoma in situ of unspecified breast",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3599,,"Other specified type of carcinoma in situ of unspecified breast","D05.80",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3600,"Other specified type of carcinoma in situ of right breast","Other specified type of carcinoma in situ of right breast","D05.81
Other specified type of carcinoma in situ of right breast",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3601,,"Other specified type of carcinoma in situ of right breast","D05.81",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3602,"Other specified type of carcinoma in situ of left breast","Other specified type of carcinoma in situ of left breast","Other specified type of carcinoma in situ of left breast
D05.82",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3603,,"Other specified type of carcinoma in situ of left breast","D05.82",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3604,"Unspecified type of carcinoma in situ of unspecified breast","Unspecified type of carcinoma in situ of unspecified breast","D05.90
Unspecified type of carcinoma in situ of unspecified breast",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3605,,"Unspecified type of carcinoma in situ of unspecified breast","D05.90",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3606,"Unspecified type of carcinoma in situ of right breast","Unspecified type of carcinoma in situ of right breast","Unspecified type of carcinoma in situ of right breast
D05.91",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
